ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_second_training
ID_E4WRX7,Male,Above 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-26,"['Antimicrobial Resistance,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_GQA7EN,Female,Above 35,Manual,0,Machakos,Matungulu,Tala,trainer_name_3,2024-09-23,['Antimicrobial Resistance'],1,0,,1,0,0,0,0
ID_HO34NS,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-02,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_780YP9,Female,Above 35,Manual,0,Machakos,Matungulu,Kyeleni,trainer_name_3,2024-09-18,['Disadvantages Of Natural Mating.'],1,0,,1,0,0,0,0
ID_71U7E2,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-23,['Aflatoxin In Dairy Farming'],1,0,,1,0,0,0,0
ID_BWFITK,Female,Above 35,Manual,0,Kiambu,Limuru,Limuru Central,trainer_name_7,2024-09-07,"['Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Lumpy Skin Disease', 'Dairy Hygiene', 'Dairy And Poultry Nutrition With Pembe Feeds', 'Mama Silage Bags', 'Poultry Health Mngt', 'Selling To Choice Meats', 'Livestock Management Practices']",9,8,0.0,1,0,0,0,1
ID_FC316T,Male,Above 35,Ussd,0,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-09-17,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_UG8K1I,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-08,"['Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_EPSZEM,Female,Below 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-25,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_7PJ0JC,Female,Below 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-09-05,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_COQ3BL,Female,Above 35,Ussd,1,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-19,"['Benfits Of Sistema Biogas,How To Manage Pest And Diseases At Harvesting Stage,Livestock Management Practices.,Milking Hygiene,Poultry Diseases And Biosecurity', 'Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Livestock Management Practices.', 'How To Manage Pest And Diseases At Harvesting Stage', 'Benfits Of Sistema Biogas']",6,5,0.0,1,0,0,0,1
ID_CJW9RE,Male,Above 35,Manual,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-04,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_IEZ6KX,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-27,"['Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds']",5,4,0.0,1,0,0,0,1
ID_4PZDH4,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-16,"['Poultry Management Practises..', 'Poultry Health Management..', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Dairy Hygiene', 'Why You Should Vaccinate Your Animals', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices']",8,7,0.0,1,0,0,0,1
ID_GW1ZD2,Female,Above 35,Manual,0,Kiambu,Kikuyu,Nachu,trainer_name_7,2024-09-19,"['Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Aflatoxin Mitigation Through Good Agricultural Practices', 'Poultry Management Practises..', 'Lumpy Skin Disease', 'Dairy And Poultry Nutrition With Pembe Feeds', 'Poultry Health Mngt', 'Mama Silage Bags', 'Animal Nutrition With Pembe', 'Animal Management Practices', 'Importance Of Choosing The Right Seed Variety', 'Fodder Conservation', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Silage Making With Mama Silage Bags']",15,14,0.0,1,0,0,0,1
ID_KDCBTQ,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-09-05,"['Goat Management Practices', 'Poultry Management Practises..', 'Disadvantages Of Natural Mating.', 'The Benefits Of Ndume App', 'Clean Energy With Sistema Biogas', 'Livestock Management Practices', 'How To Manage Pest And Diseases At Harvesting Stage']",7,6,0.0,1,0,0,0,1
ID_7R74XA,Female,Above 35,Manual,0,Machakos,Matungulu,Kyeleni,trainer_name_3,2024-09-06,['Disadvantages Of Natural Mating.'],1,0,,1,0,0,0,0
ID_43MVEW,Female,Below 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-14,"['Deworming Your Dairy Animal,Poultry Management Practises..']",1,0,,1,0,1,1,0
ID_KIU2MX,Male,Above 35,Manual,0,Kiambu,Kikuyu,Nachu,trainer_name_7,2024-09-03,"['Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Aflatoxin Mitigation Through Good Agricultural Practices']",3,2,0.0,1,0,0,0,1
ID_UV5MVK,Male,Above 35,Manual,0,Siaya,Gem,Central Gem,trainer_name_8,2024-09-26,['Poultry Diseases And Biosecurity'],1,0,,1,0,0,0,0
ID_9N8A1M,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-16,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Dairy Hygiene,Deworming Your Dairy Animal,Infertility In Dairy Cows,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_ILPMDQ,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-03,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_W4LPB6,Male,Above 35,Ussd,0,Siaya,Ugunja,Ugunja,trainer_name_8,2024-09-30,"['Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_3N47ZH,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-23,['Aflatoxin In Dairy Farming'],1,0,,1,0,0,0,0
ID_HXFUV4,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-04,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_D7SJB1,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-09-06,"['Poultry Management Practises..', 'Disadvantages Of Natural Mating.']",2,1,0.0,1,0,0,0,1
ID_ZMWT42,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-12,"['Poultry Health Management..,Poultry Management Practises..,Why You Should Vaccinate Your Animals']",1,0,,1,0,0,0,0
ID_NS5DVV,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-30,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_WMVG84,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-11,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_VSSJ2L,Male,Below 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-09-05,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_BSS2NW,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-12,"['Deworming And Record Keeping In Animal Health,Herd Health Management.,Herd. Health. Management,Poultry Health Management. Practices,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App,Why You Should Vaccinate Your Animals']",1,0,,1,0,1,1,0
ID_3RWUKQ,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-01,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_69MMDL,Male,Above 35,Ussd,0,Machakos,Kathiani,Mitaboni,trainer_name_3,2024-09-09,"['Poultry Management Practises..', 'The Benefits Of Ndume App', 'Why You Should Vaccinate Your Animals', 'Deworming And Record Keeping In Animal Health', 'Poultry Health Mngt', 'Sheep & Goats Management', 'Livestock Management Practices', 'Clean Energy With Sistema Biogas', 'Pest And Diseases At Harvesting Stage']",9,8,0.0,1,1,1,1,1
ID_97SVEV,Female,Above 35,Manual,0,Machakos,Matungulu,Kyeleni,trainer_name_3,2024-09-09,"['The Benefits Of Ndume App', 'Pest And Diseases At Harvesting Stage']",2,1,331.0,1,0,0,0,1
ID_M503N4,Female,Above 35,Manual,0,Kiambu,Kikuyu,Nachu,trainer_name_7,2024-09-19,"['Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Poultry Management Practises..', 'Dairy Hygiene', 'Lumpy Skin Disease', 'Dairy And Poultry Nutrition With Pembe Feeds', 'Poultry Health Mngt', 'Mama Silage Bags', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Silage Making With Mama Silage Bags', 'Livestock Management Practices']",12,11,0.0,1,0,0,0,1
ID_F1H8L6,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu West,trainer_name_3,2024-09-06,['Poultry Management Practises..'],1,0,,1,0,0,0,0
ID_JUVS0H,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-27,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows,Why You Should Vaccinate Your Animals']",1,0,,1,0,1,1,0
ID_I0RO1K,Female,Above 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-26,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_UM5RW1,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-03,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_SNNJNK,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-23,"['Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming']",4,3,0.0,1,0,0,0,1
ID_TTHHV2,Male,Above 35,Manual,0,Kiambu,Kikuyu,Karai,trainer_name_7,2024-09-01,"['Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Aflatoxin Mitigation Through Good Agricultural Practices']",3,2,0.0,1,0,0,0,1
ID_M43U8V,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-02,"['Deworming Your Dairy Animal,Herd Health Management.,Poultry Health Management..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_49DX8E,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-15,"['Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_Z227LQ,Female,Above 35,Manual,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-03,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_FL86L0,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-17,"['Deworming Your Dairy Animal,Infertility In Dairy Cows,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,1,0
ID_UHN1MX,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-09-17,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Nutrition With Tyari,Feeding A Lactating Cow,Poultry Feeding With Tyari', 'Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari']",6,5,0.0,1,0,0,0,1
ID_AFG9HJ,Male,Above 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-09-18,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_C68BCI,Female,Above 35,Manual,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-21,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_UO8IBN,Male,Above 35,Manual,1,Nandi,Mosop,Sangalo Kebulonik,trainer_name_5,2024-09-05,"['Biosecurity In Poultry Farming', 'Biosecurity In Poultry Farming']",2,1,0.0,1,0,0,0,1
ID_HFGJHA,Male,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-07,"['Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Health Management..', 'Poultry Health Management..', 'Poultry Health Management..', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Herd. Health. Management', 'Herd. Health. Management', 'Herd. Health. Management', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Health With Biodeal', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Asili Fertilizer', 'Asili Fertilizer', 'Asili Fertilizer', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices']",69,68,0.0,1,1,1,1,1
ID_WTKPYK,Female,Above 35,Ussd,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-09-26,"['Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Infertility In Dairy Cows', 'Poultry Health Mngt', 'Pest And Disease Management In Maize And Beans', 'Sheep & Goat Rearing', 'Pest And Disease Management In Crops', 'Clean Energy With Sistema Biogas', 'How To Manage Pest And Diseases At Harvesting Stage', 'Pest And Disease Management At Production Stage', 'Benefits Of Sistema Biogas']",12,11,0.0,1,0,0,0,1
ID_O2OER6,Male,Below 35,Ussd,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-09-12,"['Causes Of Infertility In Dairy,Prevent And Treat Cows Against Worms', 'Causes Of Infertility In Dairy', 'Prevent And Treat Cows Against Worms']",3,2,0.0,1,0,0,0,1
ID_TTUH94,Female,Above 35,Manual,0,Kiambu,Limuru,Ndeiya,trainer_name_7,2024-09-26,"['Calf Rearing For October', 'Cow Management For October', 'Kienyeji Chicken Rearing For October']",3,2,0.0,1,0,0,0,1
ID_X75GZ7,Male,Below 35,Ussd,0,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-26,"['Kienyeji Chicken Rearing For October', 'Kienyeji Chicken Rearing For October']",2,1,0.0,1,0,0,0,1
ID_MTOXH8,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-18,"['Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Herd. Health. Management', 'Importance Of Mineral Supplementation', 'Poultry Health With Biodeal', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Asili Fertilizer', 'Importance Of Vaccinations And Record', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Successfull Breeding With Crv', 'Importance Of Mineral Supplementation With Ckl']",15,14,0.0,1,0,0,0,1
ID_9EGIMG,Female,Above 35,Manual,0,Kiambu,Limuru,Ndeiya,trainer_name_7,2024-09-26,"['Calf Rearing For October', 'Cow Management For October', 'Kienyeji Chicken Rearing For October']",3,2,0.0,1,0,0,0,1
ID_8FLQP1,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-23,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,1,1,0
ID_R1STDJ,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-30,"['Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_DXAM8J,Female,Above 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-14,"['Antimicrobial Resistance,Deworming Your Dairy Animal,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,1,1,0
ID_RBF9PC,Female,Above 35,Ussd,0,Trans Nzoia,Saboti,Tuwani,trainer_name_6,2024-09-18,['Biosecurity In Poultry Farming'],1,0,,1,0,0,0,0
ID_H2SDDH,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-30,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_F44JFN,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-16,"['Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_J58BVW,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-09,['Poultry Management Practises..'],1,0,,1,0,0,0,0
ID_893HWE,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-13,"['Deworming Your Dairy Animal,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_O7SQQ8,Female,Above 35,Manual,0,Kiambu,Limuru,Limuru Central,trainer_name_7,2024-09-07,"['Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Aflatoxin Mitigation Through Good Agricultural Practices', 'Mama Silage Bags', 'Pest And Disease Management In Maize And Beans', 'Silage Making With Mama Silage Bags', 'Weed Management In Maize And Beans', 'Selling To Choice Meats', 'Livestock Management Practices']",9,8,0.0,1,0,0,0,1
ID_UZQDP1,Female,Below 35,Manual,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-09-06,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_NSY51N,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-24,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_HUKJJY,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-10,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_5KKD76,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-24,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_KHQ9JK,Male,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-03,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_TQT7PS,Female,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-24,['Aflatoxin In Dairy Farming'],1,0,,1,0,0,0,0
ID_C4ADD7,Male,Above 35,Manual,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-27,"['Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming']",4,3,0.0,1,0,0,0,1
ID_U8RI3R,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-11,"['Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Management Practises..']",3,2,0.0,1,0,0,0,1
ID_MPD2RG,Female,Above 35,Ussd,0,Siaya,Gem,Central Gem,trainer_name_8,2024-09-26,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
